B4TOD4,B5TOB4,R45TOB4,OMEGA5,GAMMAU,ALPHA4,RE,PT_LOSS
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.07617506184071585
0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.06043658321265098
0.0,0.5,0.0,0.0,0.0,0.39999999999999997,0.0,0.037960449857656696
0.0,0.5,0.0,0.0,0.0,0.39999999999999997,1.0,0.030961541750468884
0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.03648893425723293
0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.02915959292603369
0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.085835212007824
0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.06959758604700308
0.0,0.5,0.0,0.0,1.0,0.39999999999999997,0.0,0.07041670620067988
0.0,0.5,0.0,0.0,1.0,0.39999999999999997,1.0,0.06141954023191356
0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.11757002140885137
0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.03463365662931094
0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.07992412164781383
0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.06386733872938254
0.0,0.5,0.0,0.0,0.5,0.39999999999999997,0.0,0.049620077197133065
0.0,0.5,0.0,0.0,0.5,0.39999999999999997,1.0,0.04144427748086669
0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.04984032323030596
0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.07644074324436846
0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.060633919037827735
0.0,0.5,0.0,1.0,0.0,0.39999999999999997,0.0,0.038350693484616005
0.0,0.5,0.0,1.0,0.0,0.39999999999999997,1.0,0.031222345910962658
0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.03708107008126738
0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.029629861845349232
0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0862061391849042
0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.06986076465482419
0.0,0.5,0.0,1.0,1.0,0.39999999999999997,0.0,0.07138766263480163
0.0,0.5,0.0,1.0,1.0,0.39999999999999997,1.0,0.061617967019375844
0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.08065763334920256
0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.1138017093261264
0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.08021033881213524
0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.06407635426843969
0.0,0.5,0.0,1.0,0.5,0.39999999999999997,0.0,0.049971431227325835
0.0,0.5,0.0,1.0,0.5,0.39999999999999997,1.0,0.04162595478853349
0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0793747900499234
0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.05065411692105928
0.0,0.5,1.0000000000000002,0.0,0.0,0.0,0.0,0.28906287526896635
0.0,0.5,1.0000000000000002,0.0,0.0,0.0,1.0,0.24020637541032616
0.0,0.5,1.0000000000000002,0.0,0.0,0.39999999999999997,0.0,0.12846745115625477
0.0,0.5,1.0000000000000002,0.0,0.0,0.39999999999999997,1.0,0.10479934524294078
0.0,0.5,1.0000000000000002,0.0,0.0,1.0,0.0,0.08463258652365734
0.0,0.5,1.0000000000000002,0.0,0.0,1.0,1.0,0.06821398917194263
0.0,0.5,1.0000000000000002,0.0,1.0,0.0,0.0,0.2899491216903293
0.0,0.5,1.0000000000000002,0.0,1.0,0.0,1.0,0.24170356071158594
0.0,0.5,1.0000000000000002,0.0,1.0,0.39999999999999997,0.0,0.14270515072494283
0.0,0.5,1.0000000000000002,0.0,1.0,0.39999999999999997,1.0,0.11668634195757203
0.0,0.5,1.0000000000000002,0.0,1.0,1.0,0.0,0.11836642387728832
0.0,0.5,1.0000000000000002,0.0,1.0,1.0,1.0,0.1052434310674036
0.0,0.5,1.0000000000000002,0.0,0.5,0.0,0.0,0.2900004610920013
0.0,0.5,1.0000000000000002,0.0,0.5,0.0,1.0,0.2409681237826345
0.0,0.5,1.0000000000000002,0.0,0.5,0.39999999999999997,0.0,0.12934022098467882
0.0,0.5,1.0000000000000002,0.0,0.5,0.39999999999999997,1.0,0.10364677567540433
0.0,0.5,1.0000000000000002,0.0,0.5,1.0,0.0,0.0795782224290487
0.0,0.5,1.0000000000000002,0.0,0.5,1.0,1.0,0.06173752365101952
0.0,0.5,1.0000000000000002,1.0,0.0,0.0,0.0,0.2892175352165033
0.0,0.5,1.0000000000000002,1.0,0.0,0.0,1.0,0.24024102950645476
0.0,0.5,1.0000000000000002,1.0,0.0,0.39999999999999997,0.0,0.1285669212469943
0.0,0.5,1.0000000000000002,1.0,0.0,0.39999999999999997,1.0,0.1050894128623876
0.0,0.5,1.0000000000000002,1.0,0.0,1.0,0.0,0.08501506506611375
0.0,0.5,1.0000000000000002,1.0,0.0,1.0,1.0,0.06859903468448264
0.0,0.5,1.0000000000000002,1.0,1.0,0.0,0.0,0.2900312647330045
0.0,0.5,1.0000000000000002,1.0,1.0,0.0,1.0,0.24170869465175315
0.0,0.5,1.0000000000000002,1.0,1.0,0.39999999999999997,0.0,0.14262300768226766
0.0,0.5,1.0000000000000002,1.0,1.0,0.39999999999999997,1.0,0.11659521451960422
0.0,0.5,1.0000000000000002,1.0,1.0,1.0,0.0,0.1181334713422016
0.0,0.5,1.0000000000000002,1.0,1.0,1.0,1.0,0.10498224186139729
0.0,0.5,1.0000000000000002,1.0,0.5,0.0,0.0,0.29013458527886943
0.0,0.5,1.0000000000000002,1.0,0.5,0.0,1.0,0.2409957187110332
0.0,0.5,1.0000000000000002,1.0,0.5,0.39999999999999997,0.0,0.1293273861342608
0.0,0.5,1.0000000000000002,1.0,0.5,0.39999999999999997,1.0,0.10372699349051684
0.0,0.5,1.0000000000000002,1.0,0.5,1.0,0.0,0.07965779850164031
0.0,0.5,1.0000000000000002,1.0,0.5,1.0,1.0,0.0617440694247327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08035986481950494
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0632481855452182
0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.04079939042161425
0.0,0.0,0.0,0.0,0.0,0.39999999999999997,1.0,0.033696648374544814
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03831199641060573
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03202972217650698
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08842400133713472
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07125289670541263
0.0,0.0,0.0,0.0,1.0,0.39999999999999997,0.0,0.0679721805900675
0.0,0.0,0.0,0.0,1.0,0.39999999999999997,1.0,0.06007656565842606
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08408903060845502
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.07558786743409232
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0836885832754134
0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.06640414691450036
0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.05600028133992117
0.0,0.0,0.0,0.0,0.5,0.2,1.0,0.046344238324946774
0.0,0.0,0.0,0.0,0.5,0.39999999999999997,0.0,0.05058795326715449
0.0,0.0,0.0,0.0,0.5,0.39999999999999997,1.0,0.04322569054463308
0.0,0.0,0.0,0.0,0.5,0.6000000000000001,0.0,0.05106181594458707
0.0,0.0,0.0,0.0,0.5,0.6000000000000001,1.0,0.04435175614605636
0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.05345384701698985
0.0,0.0,0.0,0.0,0.5,0.8,1.0,0.04676207688030479
0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.05621404577363296
0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.04929163337493644
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0836378856162623
0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0663981145348039
0.0,0.0,0.0,0.5,0.5,0.2,0.0,0.05591223426605368
0.0,0.0,0.0,0.5,0.5,0.2,1.0,0.04627788214828571
0.0,0.0,0.0,0.5,0.5,0.39999999999999997,0.0,0.05048912491893589
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08049142203628945
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06332699152678471
0.0,0.0,0.0,1.0,0.0,0.39999999999999997,0.0,0.04095385784639488
0.0,0.0,0.0,1.0,0.0,0.39999999999999997,1.0,0.03375889739907211
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03867060213128467
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.03218630735160659
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.08849138430182922
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.07123877836995282
0.0,0.0,0.0,1.0,1.0,0.39999999999999997,0.0,0.06813017759871308
0.0,0.0,0.0,1.0,1.0,0.39999999999999997,1.0,0.059890075281852514
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08487003125639035
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07575472048952633
0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.08377971071338121
0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.06642776303926948
0.0,0.0,0.0,1.0,0.5,0.39999999999999997,0.0,0.0506847922135583
0.0,0.0,0.0,1.0,0.5,0.39999999999999997,1.0,0.04312371765806206
0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.056682646162394164
0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.049339443192743485
0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.29295055146057875
0.0,0.0,1.0000000000000002,0.0,0.0,0.0,1.0,0.2493223279197111
0.0,0.0,1.0000000000000002,0.0,0.0,0.39999999999999997,0.0,0.14244524500397834
0.0,0.0,1.0000000000000002,0.0,0.0,0.39999999999999997,1.0,0.11117698241564528
0.0,0.0,1.0000000000000002,0.0,0.0,1.0,0.0,0.09657028089743969
0.0,0.0,1.0000000000000002,0.0,0.0,1.0,1.0,0.0771639870654228
0.0,0.0,1.0000000000000002,0.0,1.0,0.0,0.0,0.29395680373335
0.0,0.0,1.0000000000000002,0.0,1.0,0.0,1.0,0.250613513871762
0.0,0.0,1.0000000000000002,0.0,1.0,0.39999999999999997,0.0,0.15409094653075117
0.0,0.0,1.0000000000000002,0.0,1.0,0.39999999999999997,1.0,0.1246105786056456
0.0,0.0,1.0000000000000002,0.0,1.0,1.0,0.0,0.12964697390966903
0.0,0.0,1.0000000000000002,0.0,1.0,1.0,1.0,0.11195669957853882
0.0,0.0,1.0000000000000002,0.0,0.5,0.0,0.0,0.293937551457723
0.0,0.0,1.0000000000000002,0.0,0.5,0.0,1.0,0.25012193910075253
0.0,0.0,1.0000000000000002,0.0,0.5,0.39999999999999997,0.0,0.14422864746955952
0.0,0.0,1.0000000000000002,0.0,0.5,0.39999999999999997,1.0,0.11215692324505962
0.0,0.0,1.0000000000000002,0.0,0.5,1.0,0.0,0.09603506763500906
0.0,0.0,1.0000000000000002,0.0,0.5,1.0,1.0,0.07563920683576432
0.0,0.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.2925674311756014
0.0,0.0,1.0000000000000002,1.0,0.0,0.0,1.0,0.2494217980104506
0.0,0.0,1.0000000000000002,1.0,0.0,0.39999999999999997,0.0,0.14267563056898144
0.0,0.0,1.0000000000000002,1.0,0.0,0.39999999999999997,1.0,0.11137078865695708
